Time (sec),A/F Learning 1 (%),Boost (PSI),Calculated Load (g/rev),Dyn. Adv. Mult (DAM),Dynamic Adv. (°),Feedback Knock (°),Fine Knock Learn (°),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Intake Temp (° F),MAF (g/s),MAF Volt. (V),RPM (RPM),TD Boost Error (PSI),Throttle Pos. (%),Vehicle Speed (mph),Wastegate Duty (%)
357.082,-3.12,0.61,1.46,1.000,5.54,0.00,0.00,100.0,3,20.50,97,67.87,2.78,2740,10.49,28.6,39,57.65
357.184,-3.12,0.86,1.48,1.000,5.64,0.00,0.00,100.0,3,20.50,97,68.33,2.78,2810,10.29,28.6,40,57.25
357.263,-3.12,0.99,1.50,1.000,5.66,0.00,0.00,100.0,3,20.50,97,68.33,2.78,2790,10.01,27.8,40,56.86
357.376,-3.12,0.99,1.49,1.000,5.65,0.00,0.00,100.0,3,21.00,97,68.79,2.78,2785,9.77,27.5,40,56.47
357.473,-2.34,1.03,1.49,1.000,5.65,0.00,0.00,100.0,3,20.50,97,68.79,2.78,2834,9.76,27.5,40,56.47
357.580,-2.34,1.14,1.49,1.000,5.64,0.00,0.00,100.0,3,21.50,97,69.47,2.78,2852,9.47,27.5,41,56.47
357.668,-2.34,1.17,1.49,1.000,5.64,0.00,0.00,100.0,3,21.00,97,69.47,2.80,2864,9.43,27.5,41,56.08
357.765,-2.34,1.16,1.48,1.000,5.63,0.00,0.00,100.0,3,21.00,97,70.39,2.80,2901,7.94,27.1,42,55.69
357.873,-2.34,1.15,1.48,1.000,5.60,0.00,0.00,100.0,3,22.00,97,70.39,2.80,2917,7.23,27.1,42,55.69
357.957,-2.34,1.05,1.47,1.000,5.58,0.00,0.00,100.0,3,22.00,97,71.31,2.82,2928,6.45,27.1,42,55.29
358.057,-2.34,1.08,1.46,1.000,5.56,0.00,0.00,100.0,3,21.50,97,72.91,2.82,2948,6.43,27.1,42,55.29
358.166,0.00,1.11,1.47,1.000,5.58,0.00,0.00,100.0,3,22.00,97,71.77,2.82,2973,4.91,26.7,43,54.90
358.245,0.00,1.04,1.45,1.000,5.52,0.00,0.00,100.0,3,22.00,97,71.31,2.82,3059,4.22,26.3,43,46.27
358.350,0.00,0.88,1.44,1.000,5.45,0.00,0.00,100.0,3,22.50,97,69.93,2.80,3034,0.61,25.5,43,45.88
358.455,0.00,0.54,1.41,1.000,5.33,0.00,0.00,100.0,3,23.50,95,69.24,2.78,3053,0.55,25.5,43,45.49
358.562,0.00,0.35,1.38,1.000,5.24,0.00,0.00,100.0,3,24.00,95,69.93,2.80,3077,0.83,25.5,44,45.49
358.649,0.00,0.24,1.38,1.000,5.22,0.00,0.00,100.0,3,24.00,95,69.47,2.80,3097,0.80,25.5,44,45.10
358.748,0.00,0.14,1.37,1.000,5.19,0.00,0.00,100.0,3,24.00,95,69.70,2.80,3103,0.88,25.5,45,45.10
358.854,0.00,0.06,1.36,1.000,5.16,0.00,0.00,100.0,3,24.50,95,70.39,2.80,3188,0.32,25.1,45,44.71
358.943,0.00,-0.06,1.35,1.000,5.10,0.00,0.00,100.0,3,25.00,95,68.56,2.78,3139,0.53,24.7,45,44.71
359.042,0.00,-0.35,1.32,1.000,5.00,0.00,0.00,100.0,3,25.50,95,66.15,2.74,3155,-0.85,23.1,45,43.14
359.148,0.00,-1.05,1.26,1.000,4.92,0.00,0.00,100.0,3,29.50,95,58.24,2.68,3192,-0.73,22.4,46,42.75
359.237,0.00,-1.87,1.15,1.000,4.92,0.00,0.00,100.0,3,33.50,95,54.62,2.60,3147,-1.92,20.4,46,41.57
359.326,0.00,-2.79,1.05,1.000,4.47,0.00,0.00,66.7,3,38.00,93,41.43,2.38,3178,-4.57,15.7,46,41.57
359.436,0.00,-5.12,0.85,1.000,3.27,0.00,0.00,66.7,3,43.00,93,32.79,2.22,3203,-2.27,14.9,46,41.57
359.535,-0.78,-6.59,0.70,1.000,1.98,0.00,0.00,66.7,3,45.00,93,30.98,2.20,3225,-1.42,14.9,47,41.57
359.621,-0.78,-7.32,0.62,1.000,1.08,0.00,0.00,66.7,3,45.00,93,30.16,2.16,3226,-0.65,14.9,46,41.57
359.730,-1.56,-7.62,0.58,1.000,0.68,0.00,0.00,66.7,3,45.00,93,29.78,2.16,3210,-0.19,15.7,46,41.57
359.829,-1.56,-7.76,0.57,1.000,0.53,0.00,0.00,66.7,3,45.00,93,29.85,2.16,3210,-0.38,15.7,47,41.57
359.913,-1.56,-7.83,0.56,1.000,0.47,0.00,0.00,66.7,3,45.00,93,29.15,2.14,3231,-0.30,15.3,47,41.57
360.020,-2.34,-7.93,0.55,1.000,0.31,0.00,0.00,66.7,3,45.00,93,28.44,2.12,3231,-0.25,14.9,47,41.57
360.120,-2.34,-8.12,0.53,1.000,0.16,0.00,0.00,66.7,3,45.00,93,26.00,2.08,3206,-0.60,14.1,47,41.57
360.223,-2.34,-8.40,1.99,1.000,0.00,0.00,0.00,66.7,3,45.00,93,23.26,2.02,3207,-0.38,13.7,47,41.57
360.312,-3.12,-8.75,0.46,1.000,0.00,0.00,0.00,66.7,3,45.00,93,22.23,2.02,3228,-0.18,13.7,47,41.57
360.409,-3.12,-8.97,0.43,1.000,0.00,0.00,0.00,33.3,3,45.00,93,21.52,1.98,3229,-0.07,13.3,47,41.57
360.523,-3.12,-9.10,0.41,1.000,0.00,0.00,0.00,33.3,3,45.00,93,19.34,1.94,3204,-0.45,12.2,47,41.57
360.602,-3.12,-9.43,0.37,1.000,0.00,0.00,0.00,33.3,3,45.00,93,16.48,1.84,3258,-0.55,11.0,46,41.57
360.708,-3.91,-9.88,0.33,1.000,0.00,0.00,0.00,33.3,3,45.00,93,14.33,1.78,3136,0.01,11.0,46,41.57
360.806,-3.91,-10.21,0.29,1.000,0.00,0.00,0.00,33.3,3,45.00,93,14.20,1.76,3141,0.17,11.0,46,41.57
360.893,-3.91,-10.33,0.27,1.000,0.00,0.00,0.00,33.3,3,45.00,93,14.20,1.78,3254,0.28,11.0,46,41.57
361.000,-3.91,-10.35,0.27,1.000,0.00,0.00,0.00,33.3,3,45.00,93,14.51,1.78,3247,0.29,11.0,46,41.57
361.098,-3.91,-10.35,0.27,1.000,0.00,0.00,0.00,33.3,3,45.00,93,14.40,1.80,3167,0.40,11.4,46,41.57
361.209,-4.69,-10.29,0.27,1.000,0.00,0.00,0.00,33.3,3,45.00,93,15.10,1.80,3138,0.26,11.4,46,41.57
361.298,-4.69,-10.24,0.28,1.000,0.00,0.00,0.00,33.3,3,45.00,93,14.57,1.78,3181,0.15,10.6,46,41.57
361.395,-4.69,-10.34,0.27,1.000,0.00,0.00,0.00,33.3,3,45.00,93,12.21,1.70,3162,-0.07,9.8,46,41.57
361.501,-4.69,-10.63,0.24,1.000,0.00,0.00,0.00,33.3,3,44.50,93,9.86,1.62,3151,-0.09,9.0,45,0.00
361.590,-4.69,-11.02,0.21,1.000,0.00,0.00,0.00,33.3,3,40.50,93,9.31,1.60,3187,0.32,8.6,45,0.00
361.689,-3.91,-11.24,0.19,1.000,0.00,0.00,0.00,33.3,3,36.00,93,9.31,1.60,3149,0.39,8.6,45,0.00
361.785,-3.91,-11.29,0.18,1.000,0.00,0.00,0.00,33.3,3,32.00,93,9.21,1.60,3166,0.46,8.6,45,0.00
361.893,-3.12,-11.34,0.18,1.000,0.00,0.00,0.00,33.3,3,28.50,93,9.02,1.58,3073,0.46,8.6,45,0.00
361.981,-3.12,-11.29,0.17,1.000,0.00,0.00,0.00,33.3,3,24.50,93,8.92,1.58,3083,0.46,8.6,45,0.00
362.077,-3.12,-11.29,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,9.26,1.60,3110,0.42,8.6,45,0.00
362.189,-2.34,-11.29,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.87,1.58,3105,0.42,8.6,45,0.00
362.264,-2.34,-11.30,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.73,1.56,3103,0.42,8.6,45,0.00
362.379,-2.34,-11.28,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,9.02,1.58,3095,0.42,8.6,45,0.00
362.475,-1.56,-11.24,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,9.02,1.58,3084,0.37,8.6,45,0.00
362.561,-1.56,-11.19,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.82,1.58,3130,0.29,8.6,44,0.00
362.664,-1.56,-11.15,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.68,1.58,3123,0.27,8.6,44,0.00
362.771,-0.78,-11.14,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.63,1.56,3120,0.27,8.6,44,0.00
362.876,-0.78,-11.14,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.73,1.58,3048,0.27,8.6,44,0.00
362.958,-0.78,-11.14,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.63,1.56,3040,0.27,8.6,44,0.00
363.061,-0.78,-11.14,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.54,1.56,3026,0.27,8.6,43,0.00
363.164,0.00,-11.12,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.49,1.56,3018,0.25,8.6,43,0.00
363.249,0.00,-11.09,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.87,1.58,3008,0.23,8.6,43,0.00
363.355,0.00,-11.11,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.63,1.56,3064,0.23,8.6,43,0.00
363.459,0.00,-11.09,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.82,1.58,3056,0.22,8.6,43,0.00
363.543,0.78,-11.09,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.82,1.58,2994,0.22,8.6,43,0.00
363.646,0.78,-11.09,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.73,1.56,2992,0.22,8.6,43,0.00
363.749,0.78,-11.09,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.54,1.56,2987,0.25,8.6,43,0.00
363.852,0.78,-11.18,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.54,1.56,2894,0.29,8.6,43,0.00
363.938,0.78,-11.19,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.54,1.56,2995,0.42,8.6,42,0.00
364.042,0.78,-11.19,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.54,1.56,2989,0.43,8.6,42,0.00
364.145,0.78,-11.20,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.73,1.58,2938,0.42,8.6,42,0.00
364.228,1.56,-11.17,0.17,1.000,0.00,0.00,0.00,33.3,3,24.50,93,8.73,1.58,2924,0.46,8.6,42,41.57
364.331,1.56,-11.12,0.18,1.000,0.00,0.00,0.00,33.3,3,26.00,93,9.07,1.58,2930,0.49,8.6,42,41.57
364.434,3.12,-11.19,0.18,1.000,0.00,0.00,0.00,33.3,3,27.00,93,9.07,1.60,2914,0.76,9.0,42,41.57
364.540,3.12,-11.23,0.18,1.000,0.00,0.00,0.00,33.3,3,29.00,93,10.20,1.64,2878,0.96,9.8,42,41.57
364.626,3.12,-11.04,0.20,1.000,0.00,0.00,0.00,33.3,3,30.00,93,11.13,1.68,2832,0.98,10.2,42,41.57
364.731,2.34,-10.84,0.22,1.000,0.00,0.00,0.00,33.3,3,31.50,93,11.13,1.68,2902,0.76,10.2,42,41.57
364.827,2.34,-10.75,0.22,1.000,0.00,0.00,0.00,33.3,3,32.00,93,11.54,1.68,2851,0.52,10.2,42,41.57
364.910,1.56,-10.70,0.23,1.000,0.00,0.00,0.00,33.3,3,32.00,93,11.31,1.68,2876,1.70,12.2,41,41.57
365.018,1.56,-10.51,0.25,1.000,0.00,0.00,0.00,33.3,3,32.00,93,15.67,1.84,2841,1.18,12.2,41,41.57
365.127,0.78,-9.96,0.29,1.000,0.00,0.00,0.00,33.3,3,32.00,93,16.26,1.86,2881,0.65,12.2,41,41.57
365.206,0.78,-9.83,0.32,1.000,0.00,0.00,0.00,33.3,3,32.50,93,16.07,1.84,2844,0.63,12.2,41,41.57
365.313,0.00,-9.81,0.32,1.000,0.00,0.00,0.00,33.3,3,32.50,93,15.44,1.84,2840,0.56,11.8,41,41.57
365.418,0.00,-9.87,0.32,1.000,0.00,0.00,0.00,33.3,3,32.50,93,15.16,1.82,2842,0.69,11.8,41,41.57
365.517,-0.78,-9.93,0.32,1.000,0.00,0.00,0.00,33.3,3,32.50,93,15.29,1.82,2846,0.59,11.8,41,41.57
365.606,-0.78,-9.93,0.32,1.000,0.00,0.00,0.00,33.3,3,32.50,93,15.25,1.82,2828,0.63,11.8,41,41.18
365.711,-1.56,-9.90,0.32,1.000,0.00,0.00,0.00,33.3,3,32.50,93,15.46,1.82,2826,0.93,12.5,41,41.18
365.809,-1.56,-9.83,0.32,1.000,0.00,0.00,0.00,33.3,3,32.50,93,17.99,1.90,2844,1.13,13.3,41,41.18
365.893,-1.56,-9.45,0.36,1.000,0.00,0.00,0.00,33.3,3,33.00,93,18.81,1.92,2824,0.71,13.3,40,41.18
366.000,-2.34,-9.22,0.38,1.000,0.00,0.00,0.00,33.3,3,33.50,93,18.15,1.90,2769,0.36,12.9,40,41.18
366.099,-2.34,-9.22,0.38,1.000,0.00,0.00,0.00,33.3,3,33.50,93,17.96,1.90,2838,0.65,12.9,40,41.18
366.206,-2.34,-9.27,0.38,1.000,0.00,0.00,0.00,33.3,3,33.50,93,18.92,1.92,2878,1.05,14.1,40,41.18
366.295,-2.34,-9.05,0.40,1.000,0.00,0.00,0.00,33.3,3,33.50,93,21.75,2.00,2836,1.08,14.9,40,41.18
366.394,-3.12,-8.76,0.43,1.000,0.00,0.00,0.00,33.3,3,34.50,93,23.59,2.04,2821,0.71,14.9,40,41.18
366.501,-3.12,-8.49,0.47,1.000,0.00,0.00,0.00,66.7,3,34.50,91,22.66,2.00,2842,0.61,14.5,41,41.18
366.590,-3.12,-8.46,0.47,1.000,0.00,0.00,0.00,66.7,3,34.50,91,23.12,2.02,2842,1.42,15.3,41,41.18
366.689,-3.91,-8.35,0.49,1.000,0.00,0.00,0.00,66.7,3,35.00,91,26.35,2.10,2830,1.22,16.1,41,41.18
366.786,-3.91,-7.98,0.53,1.000,0.16,0.00,0.00,66.7,3,35.00,91,26.00,2.08,2848,0.30,14.9,41,41.18
366.869,-3.91,-7.97,0.52,1.000,0.01,0.00,0.00,66.7,3,35.00,91,23.64,2.04,2851,0.70,15.3,41,41.18
366.976,-3.91,-8.04,0.51,1.000,0.00,0.00,0.00,66.7,3,35.00,91,26.92,2.10,2842,0.80,16.5,41,41.18
367.083,-3.91,-7.70,0.55,1.000,0.53,0.00,0.00,66.7,3,34.00,91,28.67,2.14,2861,1.18,16.9,41,41.18
367.186,-4.69,-7.39,0.59,1.000,1.15,0.00,0.00,66.7,3,33.00,91,31.49,2.20,2850,1.62,18.0,41,41.18
367.266,-4.69,-7.00,0.63,1.000,1.99,0.00,0.00,66.7,3,32.00,91,32.15,2.22,2854,1.25,18.0,41,41.18
367.369,-4.69,-6.72,0.66,1.000,2.43,0.00,0.00,66.7,3,31.50,91,31.24,2.18,2874,-0.01,16.5,41,41.18
367.475,-4.69,-6.99,0.64,1.000,2.07,0.00,0.00,66.7,3,32.00,91,29.25,2.16,2820,0.52,16.9,42,41.18
367.564,-4.69,-7.13,0.63,1.000,1.87,0.00,0.00,66.7,3,32.00,91,30.31,2.18,2938,0.59,16.9,42,41.18
367.661,-4.69,-7.10,0.63,1.000,1.92,0.00,0.00,66.7,3,32.00,91,32.16,2.24,2887,1.42,18.4,42,41.18
367.768,-5.47,-6.70,0.67,1.000,2.65,0.00,0.00,66.7,3,31.50,91,35.78,2.30,2901,2.14,20.0,42,41.18
367.857,-5.47,-6.07,0.72,1.000,3.11,0.00,0.00,66.7,3,31.00,91,40.29,2.38,2884,2.53,21.2,42,41.57
367.953,-5.47,-5.31,0.79,1.000,3.24,0.00,0.00,66.7,3,31.50,91,40.54,2.38,2892,1.93,20.8,42,41.57
368.057,-7.03,-5.07,0.82,1.000,3.26,0.00,0.00,66.7,3,32.50,91,39.58,2.36,2913,1.59,20.4,42,41.18
368.167,-7.03,-5.16,0.81,1.000,3.20,0.00,0.00,66.7,3,34.50,91,38.23,2.34,2919,1.43,20.0,42,41.18
368.246,-7.03,-5.29,0.80,1.000,3.11,0.00,0.00,66.7,3,36.00,91,38.49,2.34,2910,1.57,19.6,42,41.18
368.350,-7.03,-5.39,0.80,1.000,3.05,0.00,0.00,66.7,3,37.50,91,39.32,2.36,2918,1.56,20.4,42,41.18
368.456,-7.03,-5.22,0.81,1.000,3.09,0.00,0.00,66.7,3,38.50,91,40.95,2.38,2941,1.29,20.4,42,41.18
368.545,-7.03,-5.03,0.83,1.000,3.14,0.00,0.00,66.7,3,40.00,91,39.70,2.36,2888,0.97,19.6,42,41.18
368.642,-7.03,-5.28,0.81,1.000,3.00,0.00,0.00,66.7,3,42.00,91,39.04,2.36,2893,1.01,19.6,42,41.18
368.751,-7.03,-5.36,0.80,1.000,2.89,0.00,0.00,66.7,3,43.00,90,39.59,2.36,2945,1.03,19.6,42,41.18
368.851,-7.03,-5.35,0.80,1.000,2.88,0.00,0.00,66.7,3,43.00,90,39.73,2.36,2948,0.98,19.6,42,41.18
368.939,-7.03,-5.33,0.81,1.000,2.93,0.00,0.00,66.7,3,43.00,90,39.45,2.36,2957,0.43,18.8,43,41.18
369.037,-7.03,-5.47,0.79,1.000,2.80,0.00,0.00,66.7,3,43.50,90,37.11,2.32,2980,0.47,18.4,43,41.18
369.148,-7.03,-5.74,0.77,1.000,2.59,0.00,0.00,66.7,3,44.00,90,37.46,2.32,2990,0.57,18.8,43,41.18
369.238,-7.03,-5.80,0.76,1.000,2.55,0.00,0.00,66.7,3,44.50,90,37.35,2.32,2992,0.61,18.8,43,41.18
369.336,-7.03,-5.84,0.76,1.000,2.54,0.00,0.00,66.7,3,44.50,90,38.03,2.34,2976,0.60,19.2,43,41.18
369.433,-7.03,-5.71,0.76,1.000,2.59,0.00,0.00,66.7,3,44.00,90,38.03,2.34,2984,0.51,18.4,43,41.18
369.516,-7.03,-5.75,0.76,1.000,2.55,0.00,0.00,66.7,3,44.50,90,36.79,2.32,2980,0.43,18.4,43,41.18
369.623,-7.03,-5.94,0.75,1.000,2.46,0.00,0.00,66.7,3,45.00,90,35.97,2.30,2985,0.24,17.6,43,41.18
369.732,-7.03,-6.16,0.73,1.000,2.33,0.00,0.00,66.7,3,45.50,90,34.29,2.26,2983,-0.54,16.9,43,41.18
369.831,-7.03,-6.47,0.70,1.000,2.05,0.00,0.00,66.7,3,46.00,90,28.44,2.10,3002,-1.52,14.5,43,41.18
369.920,-7.03,-7.33,0.61,1.000,0.96,0.00,0.00,66.7,3,45.50,90,23.76,2.04,2996,-0.74,14.1,43,41.18
370.016,-7.03,-7.95,0.53,1.000,0.08,0.00,0.00,66.7,3,45.00,90,23.08,2.02,2996,-0.21,14.1,43,41.18
370.122,-7.03,-8.18,2.00,1.000,0.00,0.00,0.00,66.7,3,45.00,90,23.90,2.04,2989,-0.38,14.1,43,41.18
370.211,-7.03,-8.26,0.49,1.000,0.00,0.00,0.00,66.7,3,45.00,90,22.86,2.00,2968,-0.32,13.7,43,41.18
370.309,-7.03,-8.46,0.47,1.000,0.00,0.00,0.00,66.7,3,45.00,90,21.97,2.00,2958,-0.07,13.7,43,41.18
370.413,-7.03,-8.59,0.45,1.000,0.00,0.00,0.00,66.7,3,45.00,90,21.74,1.98,2956,0.02,14.1,43,41.18
370.502,-7.03,-8.64,0.45,1.000,0.00,0.00,0.00,66.7,3,45.00,90,25.20,2.08,2970,1.40,16.9,43,41.18
370.609,-7.03,-8.09,0.51,1.000,0.03,0.00,0.00,66.7,3,45.00,90,31.04,2.18,2980,1.12,17.3,43,41.18
370.710,-7.03,-7.34,0.59,1.000,0.94,0.00,0.00,66.7,3,45.50,90,31.71,2.20,2890,0.12,16.1,42,41.18
370.808,-7.03,-7.25,0.62,1.000,1.11,0.00,0.00,66.7,3,45.50,90,27.33,2.10,2934,-0.41,14.9,42,41.18
370.894,-7.03,-7.68,0.58,1.000,0.60,0.00,0.00,66.7,3,45.50,90,24.19,2.04,2991,-0.37,14.1,42,41.18
371.004,-7.03,-8.08,0.52,1.000,0.05,0.00,0.00,66.7,3,45.00,90,24.50,2.06,2996,1.33,16.1,42,41.18
371.102,-7.03,-7.97,0.53,1.000,0.23,0.00,0.00,66.7,3,45.50,90,31.72,2.20,2942,1.50,18.0,42,41.18
371.189,-7.03,-7.21,0.62,1.000,1.23,0.00,0.00,66.7,3,46.00,90,36.48,2.32,2893,2.86,20.4,42,41.18
371.288,-7.03,-6.21,0.70,1.000,2.19,0.00,0.00,66.7,3,45.00,90,39.89,2.36,2925,1.94,20.4,42,41.18
371.394,-7.03,-5.57,0.77,1.000,2.66,0.00,0.00,66.7,3,44.00,90,38.77,2.36,2926,1.11,19.6,42,41.18
371.502,-7.03,-5.48,0.78,1.000,2.72,0.00,0.00,66.7,3,44.00,90,38.50,2.34,2991,1.43,20.0,42,41.18
371.591,-7.03,-5.47,0.79,1.000,2.78,0.00,0.00,66.7,3,43.50,90,39.32,2.36,2888,1.58,20.4,42,41.18
371.688,-7.03,-5.34,0.80,1.000,2.88,0.00,0.00,66.7,3,43.00,90,39.86,2.36,2884,1.21,20.4,42,41.18
371.795,-7.03,-5.24,0.81,1.000,2.95,0.00,0.00,66.7,3,43.00,90,39.86,2.38,2931,1.14,20.0,42,41.18
371.883,-7.03,-5.19,0.81,1.000,2.97,0.00,0.00,66.7,3,43.00,90,39.30,2.36,2998,0.87,19.6,42,41.18
371.976,-7.03,-5.29,0.81,1.000,2.93,0.00,0.00,66.7,3,43.00,90,39.45,2.36,2998,1.21,20.0,42,41.18
372.085,-7.03,-5.25,0.81,1.000,2.95,0.00,0.00,66.7,3,43.00,90,41.10,2.40,2889,1.44,20.4,42,41.18
372.171,-7.03,-5.08,0.83,1.000,3.10,0.00,0.00,66.7,3,42.00,90,41.09,2.38,2886,0.98,20.4,42,41.18
372.268,-7.03,-4.98,0.84,1.000,3.15,0.00,0.00,66.7,3,42.00,90,40.67,2.38,2934,0.92,20.0,42,41.18
372.377,-7.03,-5.01,0.83,1.000,3.14,0.00,0.00,66.7,3,42.00,90,40.53,2.38,2995,0.93,20.0,42,41.18
372.477,-7.03,-5.01,0.83,1.000,3.13,0.00,0.00,66.7,3,42.00,90,41.22,2.40,3000,0.89,20.4,42,41.18
372.558,-7.03,-4.94,0.84,1.000,3.17,0.00,0.00,66.7,3,42.00,90,41.22,2.40,2887,0.83,20.4,42,41.18
372.667,-7.03,-4.90,0.84,1.000,3.21,0.00,0.00,66.7,3,42.00,90,41.49,2.40,2889,0.83,20.0,42,41.18
372.767,-7.03,-4.89,0.84,1.000,3.21,0.00,0.00,66.7,3,42.00,90,40.94,2.40,2934,0.85,20.0,42,41.18
372.851,-7.03,-4.91,0.84,1.000,3.18,0.00,0.00,66.7,3,42.00,90,41.22,2.40,3001,1.09,20.0,42,41.18
372.957,-7.03,-4.94,0.84,1.000,3.17,0.00,0.00,66.7,3,42.00,90,40.80,2.40,2999,0.33,19.6,42,41.18
373.067,-7.03,-5.00,0.83,1.000,3.12,0.00,0.00,66.7,3,42.00,90,40.40,2.38,2954,0.46,19.6,42,41.18
373.143,-7.03,-5.08,0.83,1.000,3.06,0.00,0.00,66.7,3,42.50,90,40.40,2.38,2891,0.45,19.2,42,41.18
373.250,-7.03,-5.15,0.82,1.000,3.03,0.00,0.00,66.7,3,42.50,90,40.13,2.38,2891,0.56,19.6,42,41.18
373.352,-7.03,-5.19,0.82,1.000,3.02,0.00,0.00,66.7,3,42.50,90,40.41,2.38,3000,0.54,19.6,42,41.18
373.461,-7.03,-5.13,0.82,1.000,3.04,0.00,0.00,66.7,3,42.50,90,40.54,2.38,3002,0.53,19.6,42,41.18
373.545,-7.03,-5.13,0.82,1.000,3.04,0.00,0.00,66.7,3,42.50,90,39.85,2.38,2961,0.53,19.6,42,41.18
373.643,-7.03,-5.13,0.82,1.000,3.02,0.00,0.00,66.7,3,42.50,90,40.40,2.38,2964,0.74,19.6,42,41.18
373.752,-7.03,-5.04,0.83,1.000,3.08,0.00,0.00,66.7,3,42.50,90,40.95,2.38,2965,0.69,20.0,42,41.18
373.831,-7.03,-4.98,0.83,1.000,3.11,0.00,0.00,66.7,3,42.00,90,41.49,2.40,2952,0.61,20.0,43,41.18
373.937,-7.03,-4.95,0.84,1.000,3.15,0.00,0.00,66.7,3,42.00,90,41.22,2.38,2952,0.60,19.6,43,41.18
374.042,-7.03,-4.97,0.83,1.000,3.13,0.00,0.00,66.7,3,42.00,90,40.67,2.38,2948,0.40,19.6,43,40.78
374.151,-7.03,-5.09,0.83,1.000,3.08,0.00,0.00,66.7,3,42.50,90,40.27,2.38,2973,0.51,19.6,43,40.78
374.233,-7.03,-5.15,0.82,1.000,3.02,0.00,0.00,66.7,3,42.50,90,40.82,2.40,2980,1.06,20.4,43,40.78
374.333,-7.03,-5.01,0.83,1.000,3.14,0.00,0.00,66.7,3,42.00,90,42.74,2.42,2987,1.03,20.4,43,40.78
374.440,-7.03,-4.73,0.86,1.000,3.32,0.00,0.00,66.7,3,41.00,90,44.37,2.44,2992,1.09,21.2,43,40.78
374.529,-7.03,-4.51,0.88,1.000,3.49,0.00,0.00,66.7,3,40.50,90,44.36,2.46,2974,1.42,21.2,43,41.57
374.623,-7.03,-4.40,0.89,1.000,3.57,0.00,0.00,66.7,3,40.50,90,45.26,2.46,2984,1.31,21.6,43,41.57
374.725,-7.03,-4.23,0.90,1.000,3.69,0.00,0.00,66.7,3,40.00,90,45.40,2.46,2984,1.15,21.6,43,41.57
374.818,-7.03,-4.13,0.91,1.000,3.75,0.00,0.00,66.7,3,40.00,90,45.70,2.46,3057,1.11,21.2,43,41.57
374.921,-7.03,-4.18,0.91,1.000,3.75,0.00,0.00,66.7,3,40.00,90,45.25,2.46,3010,0.85,21.2,43,41.18
375.025,-7.03,-4.19,0.91,1.000,3.72,0.00,0.00,66.7,3,40.00,90,44.94,2.46,2954,0.91,21.2,43,41.18
375.125,-7.03,-4.21,0.91,1.000,3.70,0.00,0.00,66.7,3,40.00,90,45.10,2.46,2961,0.93,21.2,43,41.18
375.209,-7.03,-4.24,0.91,1.000,3.70,0.00,0.00,66.7,3,40.00,90,45.71,2.46,3028,0.65,20.8,43,40.78
375.317,-7.03,-4.25,0.90,1.000,3.65,0.00,0.00,66.7,3,40.50,90,42.43,2.40,3031,-0.00,19.6,43,40.78
375.422,-7.03,-4.70,0.87,1.000,3.34,0.00,0.00,66.7,3,41.50,90,41.49,2.40,3029,0.09,19.2,43,40.78
375.509,-7.03,-4.96,0.84,1.000,3.17,0.00,0.00,66.7,3,42.00,90,41.22,2.40,3034,0.62,19.6,43,40.78
375.609,-7.03,-4.99,0.83,1.000,3.12,0.00,0.00,66.7,3,42.00,90,43.48,2.44,3037,0.42,20.4,43,40.78
375.706,-7.03,-4.75,0.85,1.000,3.23,0.00,0.00,66.7,3,42.00,90,42.30,2.42,3022,0.40,20.0,43,40.78
375.793,-7.03,-4.90,0.84,1.000,3.18,0.00,0.00,66.7,3,42.00,90,41.35,2.40,3018,0.03,19.2,43,40.78
375.899,-7.03,-5.09,0.82,1.000,3.04,0.00,0.00,66.7,3,42.50,90,38.74,2.36,3017,-0.02,18.4,43,40.78
375.996,-7.03,-5.48,0.79,1.000,2.73,0.00,0.00,66.7,3,44.00,90,35.41,2.26,3018,-1.56,16.1,43,40.78
