Time (sec),A/F Learning 1 (%),Boost (PSI),Calculated Load (g/rev),Dyn. Adv. Mult (DAM),Dynamic Adv. (°),Feedback Knock (°),Fine Knock Learn (°),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Intake Temp (° F),MAF (g/s),MAF Volt. (V),RPM (RPM),TD Boost Error (PSI),Throttle Pos. (%),Vehicle Speed (mph),Wastegate Duty (%)
18.908,-1.56,-11.33,0.18,1.000,0.00,0.00,0.00,33.3,3,25.00,93,7.54,1.50,2506,0.38,7.8,37,0.00
19.008,-1.56,-11.39,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.67,1.50,2582,0.44,7.8,37,0.00
19.097,-0.78,-11.41,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.67,1.50,2623,0.40,7.8,37,0.00
19.195,-0.78,-11.37,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.67,1.52,2623,0.38,7.8,37,0.00
19.301,-0.78,-11.33,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.67,1.52,2559,0.36,7.8,37,0.00
19.410,-0.78,-11.33,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.67,1.50,2558,0.34,7.8,37,0.00
19.494,0.00,-11.35,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.67,1.52,2503,0.34,7.8,37,0.00
19.598,0.00,-11.29,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.76,1.52,2560,0.26,7.8,37,0.00
19.704,0.00,-11.24,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.72,1.52,2527,0.25,7.8,37,0.00
19.779,0.00,-11.22,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.50,1.50,2525,0.22,7.8,37,0.00
19.892,0.00,-11.19,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.59,1.50,2508,0.20,7.8,36,0.00
19.989,0.78,-11.21,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.63,1.50,2502,0.22,7.8,36,0.00
20.071,0.78,-11.21,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.54,1.50,2496,0.22,7.8,36,0.00
20.174,0.78,-11.24,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.46,1.50,2486,0.25,7.8,35,0.00
20.280,0.78,-11.24,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.54,1.50,2460,0.25,7.5,35,0.00
20.384,0.78,-11.24,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.42,1.48,2448,0.25,7.5,35,0.00
20.466,0.78,-11.24,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.37,1.50,2424,0.25,7.5,35,0.00
20.576,1.56,-11.24,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.46,1.50,2409,0.25,7.5,35,0.00
20.680,1.56,-11.24,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.42,1.50,2372,0.24,7.5,34,0.00
20.763,3.12,-11.24,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.33,1.50,2414,0.23,7.5,34,0.00
20.862,3.12,-11.24,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.21,1.48,2325,0.21,7.5,34,0.00
20.976,3.12,-11.25,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.16,1.48,2322,0.24,7.5,34,0.00
21.051,3.12,-11.25,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.24,1.48,2300,0.21,7.5,33,0.00
21.161,3.12,-11.24,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.20,1.48,2268,0.19,7.5,33,0.00
21.266,3.12,-11.24,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,7.09,1.48,2243,0.17,7.5,32,0.00
21.369,3.12,-11.24,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.98,1.46,2237,0.17,7.1,32,0.00
21.451,3.12,-11.24,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.94,1.46,2205,0.16,7.1,32,0.00
21.554,3.12,-11.24,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.94,1.46,2192,0.15,7.1,32,0.00
21.658,3.12,-11.24,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.94,1.46,2160,0.13,7.1,31,0.00
21.741,3.12,-11.23,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.87,1.46,2149,0.10,7.1,31,0.00
21.844,3.12,-11.21,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.79,1.46,2117,0.09,7.1,30,0.00
21.951,3.12,-11.20,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.79,1.46,2089,0.05,6.7,30,0.00
22.056,3.12,-11.19,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.54,1.44,2050,0.04,6.7,30,0.00
22.141,3.12,-11.18,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.65,1.44,2032,0.00,6.7,29,0.00
22.245,3.12,-11.16,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.54,1.44,2006,-0.02,6.7,29,0.00
22.351,3.12,-11.14,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.50,1.44,1959,-0.10,6.7,29,0.00
22.426,3.12,-11.10,0.19,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.35,1.44,1931,-0.12,6.7,28,0.00
22.530,3.12,-11.08,0.20,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.35,1.42,1898,-0.21,6.7,27,0.00
22.643,3.12,-11.04,0.20,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.39,1.42,1868,-0.24,6.7,27,0.00
22.728,3.12,-11.02,0.20,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.35,1.42,1847,-0.33,6.7,27,0.00
22.821,3.12,-10.98,0.20,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.20,1.42,1806,-0.37,6.7,26,0.00
22.926,3.12,-10.96,0.20,1.000,0.00,0.00,0.00,33.3,3,24.00,93,6.06,1.40,1776,-0.46,6.7,26,0.00
23.031,3.12,-10.92,0.20,1.000,0.00,0.00,0.00,33.3,3,23.00,93,6.01,1.40,1740,-0.48,6.7,25,0.00
23.116,3.12,-10.91,0.20,1.000,0.00,0.00,0.00,33.3,3,22.50,93,6.01,1.40,1708,-0.58,6.3,25,0.00
23.219,3.12,-10.87,0.20,1.000,0.00,0.00,0.00,33.3,3,22.00,93,5.89,1.40,1693,-0.61,6.3,24,0.00
23.322,3.12,-10.86,0.20,1.000,0.00,0.00,0.00,33.3,3,21.00,93,5.85,1.40,1658,-0.65,6.3,24,0.00
23.408,3.12,-10.85,0.21,1.000,0.00,0.00,0.00,33.3,3,20.50,93,5.77,1.40,1618,-0.73,6.3,24,0.00
23.513,3.12,-10.82,0.21,1.000,0.00,0.00,0.00,33.3,3,20.00,93,5.73,1.38,1597,-0.73,6.3,23,0.00
23.619,3.12,-10.82,0.21,1.000,0.00,0.00,0.00,33.3,3,19.50,93,5.52,1.38,1553,-0.68,5.9,22,0.00
23.702,3.12,-10.82,0.21,1.000,0.00,0.00,0.00,33.3,3,19.50,93,5.37,1.36,1534,-0.67,5.9,22,0.00
23.800,3.12,-10.82,0.21,1.000,0.00,0.00,0.00,33.3,3,19.00,93,5.33,1.36,1486,-0.58,5.9,22,0.00
23.913,3.12,-10.82,0.21,1.000,0.00,0.00,0.00,33.3,3,18.50,93,5.22,1.36,1466,-0.59,5.9,21,0.00
24.017,3.12,-10.81,0.21,1.000,0.00,0.00,0.00,33.3,3,18.50,93,5.12,1.36,1415,-0.52,5.5,21,0.00
24.101,3.12,-10.80,0.21,1.000,0.00,0.00,0.00,33.3,3,17.50,93,4.96,1.34,1391,-0.50,5.5,20,0.00
24.196,3.12,-10.78,0.21,1.000,0.00,0.00,0.00,33.3,3,16.50,93,4.87,1.34,1355,-0.44,5.5,19,0.00
24.310,3.12,-10.78,0.21,1.000,0.00,0.00,0.00,33.3,3,15.50,93,4.74,1.30,1328,-0.42,5.5,19,0.00
24.393,3.12,-10.76,0.21,1.000,0.00,0.00,0.00,33.3,3,15.00,93,4.59,1.30,1295,-0.39,5.1,19,0.00
24.497,3.12,-10.73,0.21,1.000,0.00,0.00,0.00,33.3,3,14.00,93,4.54,1.32,1260,-0.38,5.1,18,0.00
24.600,3.12,-10.73,0.21,1.000,0.00,0.00,0.00,33.3,3,13.00,93,4.36,1.30,1230,-0.31,4.7,17,0.00
24.704,3.12,-10.73,0.21,1.000,0.00,0.00,0.00,33.3,3,12.00,93,4.25,1.28,1188,-0.28,4.7,17,0.00
24.787,3.12,-10.72,0.22,1.000,0.00,0.00,0.00,33.3,3,12.00,93,4.11,1.26,1072,-0.24,4.7,17,0.00
24.891,3.12,-10.69,0.22,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.82,1.26,962,-0.21,4.3,16,0.00
24.998,3.12,-10.63,0.23,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.79,1.24,861,-0.26,4.3,16,0.00
25.073,3.12,-10.47,0.23,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.79,1.22,914,-0.47,4.3,16,0.00
25.177,3.12,-10.39,0.24,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.76,1.22,927,-0.46,4.3,15,0.00
25.288,3.12,-10.42,0.24,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.74,1.22,924,-0.42,4.3,14,0.00
25.364,3.12,-10.45,0.24,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.69,1.22,908,-0.40,4.3,14,0.00
25.468,3.12,-10.44,0.24,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.66,1.20,889,-0.40,4.3,14,0.00
25.572,3.12,-10.45,0.24,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.61,1.20,886,-0.39,4.3,13,0.00
25.676,3.12,-10.44,0.24,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.59,1.22,862,-0.40,4.3,12,0.00
25.762,3.12,-10.41,0.25,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.59,1.24,860,-0.42,4.3,12,0.00
25.870,3.12,-10.40,0.25,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.59,1.24,854,-0.45,4.3,12,0.00
25.968,3.12,-10.36,0.25,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.61,1.22,838,-0.45,4.3,11,0.00
26.057,3.12,-10.33,0.25,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.61,1.20,835,-0.50,4.3,11,0.00
26.155,3.12,-10.29,0.25,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.59,1.24,826,-0.52,4.3,11,0.00
26.262,3.12,-10.27,0.26,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.61,1.22,813,-0.55,4.3,11,0.00
26.351,3.12,-10.22,0.26,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.56,1.20,799,-0.60,4.3,10,0.00
26.449,3.12,-10.19,0.26,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.52,1.24,789,-0.62,4.3,10,0.00
26.554,3.12,-10.16,0.26,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.49,1.18,751,-0.67,3.9,10,0.00
26.658,3.12,-10.13,0.27,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.49,1.24,729,-0.68,4.3,10,0.00
26.747,3.12,-10.07,0.27,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.49,1.22,716,-0.76,4.3,10,0.00
26.847,3.12,-10.01,0.28,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.49,1.18,686,-0.81,3.9,10,0.00
26.947,3.12,-9.95,0.29,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.56,1.22,674,-0.93,4.3,10,0.00
27.036,3.12,-9.84,0.29,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.56,1.24,664,-0.96,4.3,10,0.00
27.143,3.12,-9.76,0.30,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.61,1.26,663,-1.09,4.7,9,0.00
27.242,3.12,-9.66,0.31,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.82,1.26,663,-1.14,4.7,9,0.00
27.350,3.12,-9.52,0.32,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.98,1.24,672,-1.34,4.7,9,0.00
27.428,3.12,-9.41,0.33,1.000,0.00,0.00,0.00,33.3,6,12.00,93,4.00,1.24,688,-1.43,4.7,9,0.00
27.535,3.12,-9.30,0.33,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.95,1.28,713,-1.51,4.7,9,0.00
27.634,3.12,-9.27,0.33,1.000,0.00,0.00,0.00,33.3,6,12.00,93,3.93,1.24,755,-1.53,4.7,9,0.00
27.722,3.12,-9.30,0.33,1.000,0.00,0.00,0.00,33.3,6,17.50,93,3.87,1.26,777,-1.48,4.7,9,0.00
27.824,3.12,-9.37,0.33,1.000,0.00,0.00,0.00,33.3,6,13.50,93,3.79,1.22,832,-1.43,4.7,8,0.00
27.933,3.12,-9.52,0.32,1.000,0.00,0.00,0.00,33.3,6,8.50,93,3.71,1.22,868,-1.26,4.3,8,0.00
28.011,3.12,-9.63,0.30,1.000,0.00,0.00,0.00,33.3,6,7.50,93,3.59,1.24,872,-1.08,4.3,7,0.00
28.119,3.12,-9.81,0.29,1.000,0.00,0.00,0.00,33.3,6,9.00,93,3.59,1.24,864,-0.98,4.3,7,0.00
28.226,3.12,-9.94,0.28,1.000,0.00,0.00,0.00,33.3,6,9.50,93,3.56,1.22,858,-0.83,4.3,7,0.00
28.324,3.12,-10.03,0.28,1.000,0.00,0.00,0.00,33.3,2,11.50,93,3.56,1.20,838,-0.79,4.3,7,0.00
28.409,3.12,-10.07,0.27,1.000,0.00,0.00,0.00,33.3,1,12.50,93,3.59,1.22,842,0.42,4.7,6,0.00
28.518,3.12,-10.10,0.27,1.000,0.00,0.00,0.00,33.3,1,12.50,93,3.66,1.26,843,0.44,4.7,6,0.00
28.622,3.12,-10.10,0.27,1.000,0.00,0.00,0.00,33.3,1,14.00,93,3.74,1.24,824,0.37,4.7,6,0.00
28.710,3.12,-9.99,0.27,1.000,0.00,0.00,0.00,33.3,1,15.00,93,3.77,1.22,816,0.33,4.7,6,0.00
28.803,3.12,-9.94,0.27,1.000,0.00,0.00,0.00,33.3,1,15.00,93,3.79,1.28,818,3.58,6.3,6,0.00
28.911,3.12,-9.92,0.28,1.000,0.00,0.00,0.00,33.3,1,15.50,93,5.07,1.38,828,3.47,7.1,6,0.00
28.999,3.12,-9.55,0.30,1.000,0.00,0.00,0.00,33.3,1,17.50,93,9.71,1.78,900,11.69,18.4,6,77.65
29.093,3.12,-6.75,0.42,1.000,0.07,0.00,0.00,66.7,1,6.00,93,29.42,2.16,1024,9.17,18.4,6,77.65
29.200,3.12,-3.59,0.79,1.000,3.39,0.00,0.00,66.7,1,-0.50,93,23.11,2.00,1299,4.65,16.1,6,77.65
29.304,2.34,-3.11,0.85,1.000,3.45,0.00,0.00,66.7,1,19.50,93,20.18,1.98,1629,3.28,17.6,6,77.25
29.393,1.56,-3.73,0.83,1.000,2.97,0.00,0.00,66.7,1,-4.50,93,26.95,2.14,1791,4.55,19.2,7,74.51
29.490,1.56,-3.59,0.88,1.000,3.33,0.00,0.00,66.7,1,22.00,93,30.25,2.20,1810,4.58,19.6,7,73.73
29.597,0.78,-3.36,0.92,1.000,3.71,0.00,0.00,66.7,1,23.50,93,28.91,2.14,1944,3.86,18.8,7,71.37
29.686,0.78,-3.67,0.91,1.000,3.71,0.00,0.00,66.7,1,25.00,93,31.32,2.20,2004,4.91,19.6,8,69.41
29.782,0.00,-3.79,0.92,1.000,3.82,0.00,0.00,66.7,1,24.50,95,33.59,2.24,2049,5.16,20.4,8,67.84
29.891,0.00,-3.67,0.95,1.000,3.97,0.00,0.00,66.7,1,24.00,95,34.61,2.26,2083,5.36,20.4,9,65.49
29.991,-0.78,-3.62,0.97,1.000,4.07,0.00,0.00,66.7,1,23.50,95,34.95,2.28,2060,5.28,20.4,9,64.71
30.079,-0.78,-3.52,0.98,1.000,4.18,0.00,0.00,66.7,1,23.50,95,35.85,2.28,1991,5.14,20.8,10,67.06
30.177,-0.78,-3.32,1.00,1.000,4.28,0.00,0.00,66.7,1,23.50,95,34.93,2.28,2028,5.40,20.8,11,68.24
30.281,-1.56,-3.23,1.02,1.000,4.36,0.00,0.00,66.7,1,23.00,95,35.49,2.28,2026,4.93,20.8,11,70.59
30.369,-1.56,-3.04,1.04,1.000,4.50,0.00,0.00,66.7,1,22.00,95,33.76,2.24,1942,4.49,20.0,12,71.37
30.472,-1.56,-3.11,1.03,1.000,4.39,0.00,0.00,66.7,1,23.00,95,35.37,2.30,2062,5.53,21.2,12,66.27
30.581,-2.34,-3.17,1.01,1.000,4.30,0.00,0.00,66.7,1,22.50,95,38.00,2.34,2264,5.71,22.0,13,57.25
30.659,-2.34,-3.24,1.01,1.000,4.33,0.00,0.00,66.7,1,23.00,97,39.74,2.38,2268,5.69,21.6,14,53.73
30.766,-2.34,-3.28,1.02,1.000,4.39,0.00,0.00,66.7,1,24.00,97,38.91,2.36,2357,5.75,21.6,14,47.45
30.874,-3.12,-3.51,1.01,1.000,4.33,0.00,0.00,66.7,1,26.00,97,41.00,2.40,2440,5.99,22.0,14,44.31
30.972,-3.12,-3.68,1.00,1.000,4.18,0.00,0.00,66.7,1,27.50,97,42.52,2.42,2552,5.80,22.0,15,44.31
31.061,-3.12,-3.73,0.99,1.000,4.15,0.00,0.00,66.7,1,29.50,97,43.86,2.44,2593,6.83,22.7,16,44.71
31.158,-3.12,-3.61,0.99,1.000,4.14,0.00,0.00,66.7,1,31.00,97,45.82,2.48,2701,6.41,23.1,16,44.31
31.267,-3.91,-3.56,0.99,1.000,4.13,0.00,0.00,66.7,1,33.00,97,46.27,2.48,2827,5.93,22.4,16,43.92
31.349,-3.91,-3.64,0.98,1.000,4.07,0.00,0.00,66.7,1,35.50,97,45.98,2.48,2826,6.05,22.4,17,43.92
31.455,-3.91,-3.70,0.97,1.000,4.05,0.00,0.00,66.7,1,37.00,99,47.33,2.50,2928,6.05,22.7,17,43.92
31.552,-3.91,-3.61,0.97,1.000,4.07,0.00,0.00,66.7,1,38.00,99,48.23,2.50,3026,5.93,23.1,18,43.53
31.635,-4.69,-3.62,0.96,1.000,4.03,0.00,0.00,66.7,1,39.00,99,49.45,2.54,3125,5.96,23.1,18,43.53
31.742,-4.69,-3.66,0.95,1.000,4.00,0.00,0.00,66.7,1,39.50,99,50.37,2.54,3190,5.70,23.1,19,43.53
31.848,-3.91,-3.79,0.95,1.000,3.96,0.00,0.00,66.7,1,40.50,99,51.17,2.56,3222,6.05,23.1,19,43.53
31.948,-3.91,-3.83,0.94,1.000,3.92,0.00,0.00,66.7,1,41.00,99,52.27,2.58,3356,5.88,23.9,20,43.53
32.035,-3.91,-3.83,0.94,1.000,3.93,0.00,0.00,66.7,1,41.00,99,53.99,2.60,3442,5.42,23.5,20,43.14
32.141,-3.91,-3.81,0.94,1.000,3.92,0.00,0.00,66.7,1,41.50,99,54.78,2.62,3498,5.62,23.9,21,43.14
32.240,-3.12,-3.89,0.94,1.000,3.93,0.00,0.00,66.7,1,42.00,99,56.67,2.66,3595,5.54,24.3,21,43.14
32.329,-3.12,-3.86,0.95,1.000,3.93,0.00,0.00,66.7,1,40.50,99,58.14,2.66,3685,4.90,23.9,22,42.75
32.435,-3.12,-3.97,0.94,1.000,3.84,0.00,0.00,66.7,1,40.00,99,58.84,2.68,3742,4.50,23.5,22,42.35
32.534,-3.12,-4.20,0.93,1.000,3.72,0.00,0.00,66.7,1,40.00,99,56.38,2.64,3834,3.83,23.1,22,41.96
32.642,-3.12,-4.60,0.90,1.000,3.18,0.00,0.00,66.7,1,39.50,99,55.78,2.64,3853,3.62,23.1,23,41.96
32.725,-2.34,-4.99,0.87,1.000,2.57,0.00,0.00,66.7,1,40.00,99,49.04,2.50,4031,0.30,17.6,24,41.96
32.823,-2.34,-6.82,0.73,1.000,0.05,0.00,0.00,66.7,1,44.00,99,23.00,2.00,3952,-0.76,11.0,24,0.00
32.930,-3.12,-9.83,0.44,1.000,0.00,0.00,0.00,33.3,1,40.50,99,14.95,1.82,3882,0.38,11.0,24,0.00
33.018,-3.12,-10.72,0.30,1.000,0.00,0.00,0.00,33.3,6,36.50,99,13.42,1.76,3732,-0.13,10.6,24,0.00
33.117,-3.12,-10.94,0.24,1.000,0.00,0.00,0.00,33.3,6,32.50,99,13.14,1.74,3688,-0.06,10.2,24,0.00
33.226,-3.91,-11.00,0.22,1.000,0.00,0.00,0.00,33.3,1,31.00,99,12.36,1.74,3554,2.54,12.5,24,41.96
33.313,-3.91,-10.73,0.24,1.000,0.00,0.00,0.00,33.3,1,35.00,99,25.27,2.10,3304,4.12,16.9,24,41.96
33.412,-3.91,-9.01,0.41,1.000,0.00,0.00,0.00,66.7,1,39.00,99,31.15,2.20,3071,3.22,16.9,24,41.96
33.511,-3.91,-7.80,0.54,1.000,0.29,0.00,0.00,66.7,2,43.50,97,32.81,2.24,2794,0.97,17.6,24,41.96
33.619,-3.91,-6.97,0.64,1.000,1.40,0.00,0.00,66.7,2,46.50,97,33.75,2.26,2684,0.38,18.0,25,41.96
33.708,-4.69,-6.51,0.70,1.000,2.17,0.00,0.00,66.7,2,46.50,97,33.59,2.24,2585,0.08,17.6,25,41.96
33.802,-4.69,-6.36,0.74,1.000,2.46,0.00,0.00,66.7,2,45.00,97,32.68,2.24,2524,0.17,17.6,25,41.96
33.910,-4.69,-6.32,0.76,1.000,2.62,0.00,0.00,66.7,2,44.50,97,34.18,2.28,2520,0.39,19.6,25,41.96
33.990,-4.69,-5.87,0.80,1.000,2.95,0.00,0.00,66.7,2,42.00,97,41.52,2.42,2608,3.10,22.4,25,43.53
34.098,-4.69,-4.66,0.89,1.000,3.66,0.00,0.00,66.7,2,39.50,97,43.74,2.44,2598,1.95,22.0,25,42.75
34.205,-4.69,-4.09,0.94,1.000,3.95,0.00,0.00,66.7,2,37.50,97,42.68,2.42,2607,1.18,21.6,26,42.75
34.305,-4.69,-4.09,0.95,1.000,4.00,0.00,0.00,66.7,2,37.00,97,43.44,2.44,2646,1.23,22.0,26,42.75
34.390,-5.47,-4.07,0.96,1.000,4.05,0.00,0.00,66.7,2,37.00,97,43.27,2.44,2666,0.89,21.6,26,42.75
34.498,-5.47,-4.12,0.96,1.000,4.04,0.00,0.00,66.7,2,37.00,97,43.44,2.44,2696,1.06,21.6,27,42.35
34.598,-7.03,-4.17,0.96,1.000,4.03,0.00,0.00,66.7,2,37.00,97,43.89,2.44,2734,1.05,21.2,27,42.35
34.682,-7.03,-4.19,0.96,1.000,4.01,0.00,0.00,66.7,2,37.50,97,43.44,2.44,2738,1.11,21.2,27,42.35
34.790,-7.03,-4.25,0.95,1.000,3.97,0.00,0.00,66.7,2,37.50,97,44.35,2.44,2788,1.12,22.0,27,42.35
34.892,-7.03,-4.06,0.95,1.000,4.01,0.00,0.00,66.7,2,37.00,97,45.24,2.46,2794,0.65,21.6,28,42.35
34.976,-7.03,-4.00,0.95,1.000,4.00,0.00,0.00,66.7,2,37.50,97,44.19,2.44,2839,0.68,21.2,28,42.35
35.074,-7.03,-4.16,0.94,1.000,3.90,0.00,0.00,66.7,2,38.50,97,43.44,2.44,2845,0.31,20.8,28,41.96
35.180,-7.03,-4.23,0.92,1.000,3.79,0.00,0.00,66.7,2,39.00,97,43.44,2.44,2941,0.35,20.8,29,41.96
35.289,-7.03,-4.33,0.91,1.000,3.71,0.00,0.00,66.7,2,39.50,97,43.15,2.42,2912,0.17,20.4,29,41.96
35.377,-7.03,-4.45,0.90,1.000,3.61,0.00,0.00,66.7,2,40.50,97,41.45,2.40,2930,-0.26,20.0,29,41.96
35.471,-7.03,-4.67,0.88,1.000,3.43,0.00,0.00,66.7,2,41.00,97,41.75,2.40,3000,0.01,20.0,29,41.96
35.579,-7.03,-4.75,0.86,1.000,3.34,0.00,0.00,66.7,2,41.50,97,42.17,2.42,2958,0.04,20.0,29,41.96
35.658,-7.03,-4.79,0.86,1.000,3.32,0.00,0.00,66.7,2,41.50,97,43.02,2.42,2986,0.32,21.2,30,41.96
35.764,-7.03,-4.62,0.87,1.000,3.44,0.00,0.00,66.7,2,41.00,97,44.52,2.46,3063,0.01,20.8,30,41.96
35.867,-7.03,-4.53,0.88,1.000,3.50,0.00,0.00,66.7,2,41.00,97,44.37,2.46,3035,0.07,20.4,30,41.96
35.958,-7.03,-4.63,0.88,1.000,3.47,0.00,0.00,66.7,2,41.00,97,43.92,2.44,3061,0.16,20.4,30,41.96
36.055,-7.03,-4.68,0.87,1.000,3.43,0.00,0.00,66.7,2,41.00,97,44.07,2.44,3020,-0.12,20.4,30,41.96
36.163,-7.03,-4.74,0.87,1.000,3.39,0.00,0.00,66.7,2,41.50,97,43.93,2.44,3103,-0.29,20.4,30,41.96
36.262,-7.03,-4.85,0.86,1.000,3.32,0.00,0.00,66.7,2,42.00,97,42.57,2.42,3104,-0.48,19.6,30,41.96
36.351,-7.03,-5.16,0.83,1.000,3.13,0.00,0.00,66.7,2,42.50,97,42.05,2.42,3188,-0.14,19.6,31,41.96
36.450,-7.03,-5.33,0.82,1.000,2.99,0.00,0.00,66.7,2,42.50,97,42.05,2.40,3149,-0.04,19.6,31,41.96
36.556,-7.03,-5.43,0.81,1.000,2.92,0.00,0.00,66.7,2,43.00,97,42.06,2.40,3159,-0.22,19.6,31,41.96
36.644,-7.03,-5.49,0.80,1.000,2.87,0.00,0.00,66.7,2,43.00,97,41.79,2.40,3136,-0.20,19.6,32,41.96
36.748,-7.03,-5.63,0.79,1.000,2.78,0.00,0.00,66.7,2,43.00,97,41.80,2.40,3152,0.50,20.0,32,41.96
36.853,-7.03,-5.60,0.79,1.000,2.82,0.00,0.00,66.7,2,43.00,97,46.38,2.48,3232,1.52,22.0,32,41.96
36.952,-7.03,-5.04,0.83,1.000,3.14,0.00,0.00,66.7,2,42.50,97,44.70,2.44,3254,-0.14,20.4,32,41.96
37.040,-7.03,-5.35,0.82,1.000,3.01,0.00,0.00,66.7,2,43.00,97,42.90,2.44,3221,-0.44,20.4,32,41.96
37.138,-7.03,-5.52,0.80,1.000,2.89,0.00,0.00,66.7,2,43.00,97,42.76,2.42,3321,-0.26,19.6,32,41.96
37.243,-7.03,-5.71,0.79,1.000,2.73,0.00,0.00,66.7,2,43.50,97,39.03,2.34,3276,-0.91,17.3,32,41.96
37.331,-7.03,-6.48,0.72,1.000,2.24,0.00,0.00,66.7,2,45.00,97,34.04,2.24,3297,-1.41,16.1,33,41.96
37.437,-7.03,-7.28,0.65,1.000,1.47,0.00,0.00,66.7,2,45.00,97,30.29,2.16,3291,-1.27,15.3,33,41.96
37.538,-7.03,-7.87,0.58,1.000,0.62,0.00,0.00,66.7,2,45.00,97,26.50,2.08,3324,-1.21,14.1,33,41.96
37.627,-7.03,-8.43,0.51,1.000,0.00,0.00,0.00,66.7,2,45.00,97,24.22,2.04,3298,-0.65,14.1,33,41.96
37.722,-7.03,-8.79,0.46,1.000,0.00,0.00,0.00,66.7,2,45.00,97,23.91,2.04,3305,-0.54,14.1,33,41.96
37.827,-7.03,-8.99,0.45,1.000,0.00,0.00,0.00,66.7,2,45.00,99,23.83,2.02,3325,-0.60,13.7,33,41.96
37.935,-7.03,-9.11,0.43,1.000,0.00,0.00,0.00,33.3,2,45.00,99,21.84,1.98,3371,-0.55,13.3,33,41.96
